Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	Count_DE_mm	Count_DE_hg	Mean_bind	Proportion_binary	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
HES1_Hes1	2	0.222	0.222	0	2	0	5	2	0.966111333333333	0.777777777777778	-0.777777777777778	1	1	0.463378907616974	1	TRUE	1	1	1
ENO3_Eno3	1	0.111	0.111	0	2	0	3	4	0.244826666666667	0.666666666666667	0.666666666666667	0	1	0.276052659313698	0.6	FALSE	38	52	2
PFN1_Pfn1	1	0.111	0.111	0	1	1	4	3	0.116476111111111	0.555555555555556	0.555555555555556	0	1	0.322195515633417	0.6	FALSE	14	166	3
CEBPA_Cebpa	1	0.111	0.111	0	2	0	5	2	0.389171777777778	0.777777777777778	-0.777777777777778	0	1	0.212874967174333	0.6	FALSE	223	16	4
STARD7_Stard7	1	0.111	0.111	0	2	0	4	3	0.136010888888889	0.666666666666667	-0.666666666666667	0	1	0.285638295604172	1	FALSE	32	132	5
TM9SF3_Tm9sf3	1	0.111	0.111	0	2	0	5	2	0.243586111111111	0.777777777777778	-0.777777777777778	0	1	0.250637327448047	0.8	FALSE	79	55	6
FBXO31_Fbxo31	1	0.111	0.111	0	2	0	5	2	0.198111111111111	0.777777777777778	-0.777777777777778	0	1	0.262116406682005	0.8	FALSE	56	79	7
ITPK1_Itpk1	1	0.111	0.111	0	1	1	3	4	0.280613111111111	0.555555555555556	-0.555555555555556	0	1	0.226362566497989	0.4	FALSE	164	35	8
ID2_Id2	1	0.111	0.111	0	1	1	1	6	0.310301444444444	0.777777777777778	-0.777777777777778	0	1	0.207740599142472	0.4	FALSE	249	26	9
APRT_Aprt	1	0.111	0.111	0	1	1	4	3	0.16548	0.555555555555556	0.555555555555556	0	1	0.255708766655067	0.8	FALSE	69	100	10
MDK_Mdk	1	0.111	0.111	0	1	1	1	6	0.68674	0.777777777777778	-0.777777777777778	0	1	0.115684140930408	0.2	FALSE	2713	3	11
DDI2_Ddi2	1	0.25	0.111	5	1	0	2	1	0.2525725	0.75	-0.75	0	1	0.216593801032079	0.8	FALSE	200	48	12
PHLDA1_Phlda1	1	0.111	0.111	0	0	2	0	7	0.300694444444444	1	-1	1	0	0.194520959345222	0.8	FALSE	353	29	13
GSE1_Gse1	0	0	0	0	1	1	3	4	0.182221777777778	0.555555555555556	-0.555555555555556	0	0	0.461997598176314	1	FALSE	2	5381	14
JUNB_Junb	0	0	0	0	1	1	1	6	0.209182222222222	0.777777777777778	-0.777777777777778	0	0	0.410290996785903	1	FALSE	3	4036	15
STAT5B_Stat5b	1	0.111	0.111	0	2	0	4	3	0.217310111111111	0.666666666666667	-0.666666666666667	0	1	0.212648451490198	0.6	FALSE	225	63	16
E2F5_E2f5	1	0.125	0.111	1	1	0	5	2	0.16895025	0.75	-0.75	1	0	0.228160486985639	0.8	FALSE	155	94	17
ZFP36_Zfp36	1	0.111	0.111	0	1	1	1	6	0.374820111111111	0.777777777777778	-0.777777777777778	0	1	0.162485266197102	0.4	FALSE	821	19	18
LTB_Ltb	2	0.222	0.222	0	0	2	3	4	0.439589666666667	0.666666666666667	-0.666666666666667	0	2	0.0521847914716761	0.2	FALSE	9606	2	19
BAHCC1_Bahcc1	0	0	0	0	0	2	3	4	0.189597888888889	0.666666666666667	-0.666666666666667	0	0	0.373024453207078	0.8	FALSE	4	4965	20
SLC7A6_Slc7a6	1	0.111	0.111	0	1	1	3	4	0.299231111111111	0.555555555555556	-0.555555555555556	0	1	0.167427812628886	0.4	FALSE	728	30	21
YIF1B_Yif1b	0	0	0	1	1	1	2	4	0.4772725	0.625	-0.625	0	0	0.258816454545403	0.8	FALSE	62	374	22
IER3_Ier3	1	0.125	0.111	1	0	2	2	4	0.63446925	0.75	-0.75	0	1	0.081952281831688	0.2	FALSE	5971	4	23
P4HB_P4hb	1	0.111	0.111	0	2	0	4	3	0.103927777777778	0.666666666666667	-0.666666666666667	0	1	0.232613526090123	0.8	FALSE	132	182	24
HIBADH_Hibadh	0	0	0	0	1	1	3	4	0.329081111111111	0.555555555555556	-0.555555555555556	0	0	0.291005144206168	1	FALSE	24	1169	25
MAPK8_Mapk8	0	0	0	0	2	0	4	3	0.342154666666667	0.666666666666667	-0.666666666666667	0	0	0.287473872317699	1	FALSE	29	1034	26
PARP10_Parp10	1	0.111	0.111	0	0	2	3	4	0.412544444444444	0.666666666666667	-0.666666666666667	1	0	0.122012114645204	0.6	FALSE	2321	13	27
MCEMP1_Mcemp1	1	0.111	0.111	0	1	1	3	4	0.574152333333333	0.555555555555556	-0.555555555555556	0	1	0.079010445758543	0.4	FALSE	6308	5	28
GNG4_Gng4	1	0.111	0.111	0	1	1	5	2	0.518685777777778	0.666666666666667	0.666666666666667	0	1	0.085635361611829	0.4	FALSE	5525	6	29
NKD2_Nkd2	1	0.125	0.111	1	0	1	3	4	0.360111875	0.625	-0.625	0	1	0.135258416044846	0.2	FALSE	1657	21	30
TMEM217_Tmem217	1	0.111	0.111	0	1	1	6	1	0.422264444444444	0.777777777777778	0.777777777777778	1	0	0.108939677224755	0	FALSE	3192	11	31
KDM4C_Kdm4c	0	0	0	0	2	0	3	4	0.275313777777778	0.666666666666667	0.666666666666667	0	0	0.307168064499174	1	FALSE	18	2004	32
HBEGF_Hbegf	1	0.111	0.111	0	0	2	3	4	0.385236222222222	0.666666666666667	-0.666666666666667	0	1	0.122426913047094	0.4	FALSE	2302	17	33
SPRED2_Spred2	0	0	0	0	2	0	2	5	0.329837777777778	0.777777777777778	0.777777777777778	0	0	0.284517517481231	0.8	FALSE	34	1157	34
BHLHE40_Bhlhe40	0	0	0	0	1	1	4	3	0.328665555555556	0.555555555555556	0.555555555555556	0	0	0.277346472397831	1	FALSE	37	1175	35
PPARGC1B_Ppargc1b	0	0	0	0	2	0	5	2	0.427223666666667	0.777777777777778	-0.777777777777778	0	0	0.247229288262695	0.6	FALSE	88	510	36
BNIP3_Bnip3	0	0	0	0	2	0	5	2	0.225486755555556	0.777777777777778	-0.777777777777778	0	0	0.319017397083306	1	TRUE	15	3397	37
PFKFB3_Pfkfb3	1	0.111	0.111	0	2	0	5	2	0.306094111111111	0.777777777777778	-0.777777777777778	0	1	0.130278047031892	0.4	FALSE	1889	27	38
CDKN1B_Cdkn1b	0	0	0	0	1	1	3	4	0.476184444444444	0.555555555555556	-0.555555555555556	0	0	0.230694291032666	0.8	TRUE	140	375	39
FOXO3_Foxo3	0	0	0	0	1	1	4	3	0.16128	0.555555555555556	0.555555555555556	0	0	0.352821718835856	0.8	FALSE	8	6760	40
