Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	DE_prior_rank	Mean_bind	Proportion_binary	Bind_logFC	Bind_adj_Pval	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
DLL1	6	0.75	0.75	0	0	3	4	0	3.17321625	1	1	0.926796126099417	0.404794823122072	1	1.43886617016819	1.59769190888299e-18	TRUE	3	106	1
GSE1	6	0.75	0.75	0	0	3	3	1	0.8327875	0.857142857142857	0.857142857142857	0.686876173534934	0.434820815426274	1	0.374423465035517	0.392780679812051	FALSE	1	422	2
CAMK2N1	7	0.875	0.875	0	1	2	2	2	1.2392	0.571428571428571	-0.571428571428571	0.967981025793063	0.284242188059172	1	1.3627033667802	2.3474870908288e-19	FALSE	111	14	3
RIMS3	7	0.875	0.875	0	0	3	3	1	2.2034125	0.857142857142857	0.857142857142857	0.85166518430675	0.204773691911114	0.625	0.311751074091985	0.150599491474293	FALSE	710	3	4
CDC25B	6	0.75	0.75	0	0	3	3	1	1.0966375	0.857142857142857	0.857142857142857	0.696264453009191	0.369009106105892	0.9375	1.53732826399722	2.50721609891391e-13	FALSE	12	307	5
NAV1	7	0.875	0.875	0	0	3	3	1	1.057825	0.857142857142857	0.857142857142857	0.797880225318707	0.240625818999374	0.9375	0.80178240577817	2.50318975124605e-07	FALSE	347	19	6
KCNH2	6	0.75	0.75	0	2	1	1	3	0.7654875	0.714285714285714	0.714285714285714	0.84474750469414	0.36271317781441	0.9375	0.706533902667914	0.00471369273141254	FALSE	15	467	7
PHLDA1	7	0.875	0.875	0	1	2	1	3	1.8328	0.714285714285714	-0.714285714285714	0.986708172744342	0.158656770072703	0.5	0.227147747797582	0.424139834703605	FALSE	1720	5	8
JAG2	6	0.75	0.75	0	0	3	3	1	2.2779375	0.857142857142857	0.857142857142857	0.680625555884969	0.296961926531688	0.8125	0.905558556691619	0.000193274065644278	TRUE	73	119	9
PCLAF	7	0.875	0.875	0	2	1	2	2	2.379975	0.571428571428571	0.571428571428571	0.992291728431663	0.0571339307224255	0.25	-0.306237380143157	0.225829567683211	FALSE	9154	1	10
ADAMTSL2	6	0.75	0.75	0	0	3	1	3	2.622125	0.857142857142857	-0.857142857142857	0.699525644826564	0.289794699177371	0.9375	0.99609193363121	1.29938940020118e-09	FALSE	91	111	11
TMTC1	7	0.875	0.875	0	1	2	2	2	2.321975	0.571428571428571	-0.571428571428571	0.970921039628422	0.0884298902127221	0.375	-0.21632376154817	0.280127745271071	FALSE	5615	2	12
LFNG	5	0.625	0.625	0	1	2	3	1	2.0842875	0.714285714285714	0.714285714285714	0.934677339658069	0.378691170617477	1	0.800206402647735	0.00591795374508525	FALSE	11	1283	13
ID1	5	0.625	0.625	0	1	2	4	0	1.58065	0.857142857142857	0.857142857142857	0.997776460124518	0.378768559189271	1	1.23334336705247	0.000102380857055711	FALSE	10	1416	14
RINL	5	0.714	0.625	1	0	3	1	2	2.03961428571429	0.833333333333333	-0.833333333333333	0.327823895641862	0.368943083644519	1	1.71031058161611	3.98569289579699e-20	FALSE	13	1290	15
NPDC1	6	0.75	0.75	0	1	2	1	3	0.56590375	0.714285714285714	-0.714285714285714	0.624765293013144	0.336090791772609	0.9375	1.02155312478843	5.57859615249693e-07	FALSE	27	644	16
ENTPD8	4	0.667	0.5	2	0	3	2	0	3.258	1	1	0.589163949006819	0.397710433802347	1	1.76743307011898	9.23350749600233e-15	FALSE	4	4525	17
MPRIP	7	0.875	0.875	0	0	3	4	0	0.62380875	1	1	0.251803537899002	0.239691926178841	0.8125	0.522894422644425	0.0271065838162658	FALSE	357	51	18
ID3	6	0.75	0.75	0	1	2	2	2	1.8230875	0.571428571428571	-0.571428571428571	0.992390552426129	0.277493321280876	1	0.794255956177958	1.14746180349907e-05	FALSE	136	147	19
TMEM250	7	0.875	0.875	0	2	1	0	4	0.4616125	0.857142857142857	0.857142857142857	0.163924300820239	0.250826073318798	1	0.873633036057699	6.72424067704873e-08	FALSE	271	77	20
IER5L	6	0.75	0.75	0	1	2	2	2	0.9894125	0.571428571428571	-0.571428571428571	0.767417729024607	0.300501712073525	0.9375	1.30262788863392	8.49644721507501e-12	FALSE	66	351	21
SLC38A10	7	0.875	0.875	0	1	2	2	2	0.719175	0.571428571428571	-0.571428571428571	0.389341832196857	0.215244158010301	0.5	0.227193531656092	0.262084792184913	FALSE	563	43	22
MYT1	4	0.5	0.5	0	0	3	3	1	1.1470625	0.857142857142857	0.857142857142857	0.807490858780512	0.39766989612316	1	1.23179332301101	1.1356299651032e-11	FALSE	5	5022	23
DOCK9	7	0.875	0.875	0	0	3	2	2	0.9947625	0.714285714285714	-0.714285714285714	0.847983990512897	0.17813675922192	0.75	0.313222661558783	0.257540550324664	FALSE	1158	22	24
HOXD10	7	0.875	0.875	0	3	0	2	2	1.72054375	0.714285714285714	0.714285714285714	0.894110089929835	0.105486368799647	0.6875	0.0627921855341502	0.756188935251533	FALSE	4266	6	25
GADD45G	6	0.75	0.75	0	0	3	2	2	2.5811375	0.714285714285714	-0.714285714285714	0.792766083605099	0.255804581821093	0.75	0.485784865612531	0.00554339820070777	FALSE	242	112	26
CSRP1	5	0.625	0.625	0	1	2	1	3	1.9316075	0.714285714285714	-0.714285714285714	0.840078070955628	0.347885277959341	1	0.738180679042006	9.12591306861441e-05	FALSE	21	1306	27
TFF3	1	0.25	0.125	4	0	1	1	2	1.4375	0.75	-0.75	0.986386994762328	0.405779860532905	0.8125	0.718978877498108	0.0101036874787012	FALSE	2	14128	28
PTK6	4	0.5	0.5	0	0	3	2	2	1.452675	0.714285714285714	-0.714285714285714	0.683812629706493	0.392393733829938	0.9375	1.31688316847321	2.94629303360651e-08	FALSE	6	4825	29
